CASE_NUMBER,GENDER,MIN_AGE,MAX_AGE,ETHNICITY,HEIGHT_CM,BUILD,DATE_FOUND,ESTIMATED_DEATH,BODY_OR_REMAINS,HAIR,FACIAL_HAIR,EYE_COLOUR,DISTINGUISHING_FEATURES,CLOTHING,POSSESSIONS,CIRCUMSTANCES,JEWELLERY,KNOWN_NOT_TO_BE
06-025160,male,18,30,white european,183,medium,1987-10-27,,body,mousey - receding,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'CORD', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'REVERSIBLE NYLON/CORD NAVY BLUE'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'POLO NECK', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'AND NAVY BLUE FAIRISLE'}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CORDS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MADE IN HONG KONG'}, 'CLOTHING_4': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'NAVY'}, 'CLOTHING_5': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'JOCKEY SHORT'}, 'CLOTHING_6': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'COTTON'}}",,male body recovered from the sea at the foreshore near deal pier.,chain - 1 - thin gold,
06-023699,female,18,30,white european,,,1987-08-05,,remains,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY OR BLUE WITH 3 X VERTICAL STRIPES ON SIDES (SEE DETS)'}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY OR BLUE WITH 3 X VERTICAL STRIPES ON SIDES (SEE DETS)'}, 'CLOTHING_3': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'APPEAR TO BE WHITE COTTON FIBRE MATERIAL'}}",,"right foot found inside sock and training shoe at middleton, near lancaster. on 31 august 1987 a left foot was found in an identical sock and training shoe at heysham. the shoes were british size 4.",,
06-024026,male,18,30,white european,178,stocky,1987-07-15,,body,fair - greying,stubble,unknown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'NO CLOTHING'}}",,"decomposed body found floating in the river trent, cottam. believed to have been in the water for several weeks. possibly wore swimming trunks.",,
05-018296,male,18,30,white european,177,large,1987-05-06,,body,grey - short,,blue,,"{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '3 PAIRS'}, 'CLOTHING_4': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DIRTY'}, 'CLOTHING_5': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'TORN, DIRTY'}, 'CLOTHING_6': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_8': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FLAT CAP'}}","['belt', 'polish newspapers - several']","killed at a road traffic accident on euston road, islington.",watch - 3 - no value,
06-025158,male,18,30,white european,172,large,1987-04-05,,body,grey - receding,moustache,blue,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'ANORAK', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '""MILLETTS"" ZIP UP FRONT SIZE 42'}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'CASUAL', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '""GREENWOOD"" LIGHT WEIGHT'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BROWN', 'PATTERN': 'CHECKED', 'DESCRIPTION': '""C AND A"" ZIP UP'}, 'CLOTHING_4': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'CHECKED', 'DESCRIPTION': '""MARKS AND SPENCER"" SIZE 15.5'}, 'CLOTHING_5': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'KIPPER', 'COLOUR': 'MAROON', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT TAN, SLIP, ONE EXTRA WIDE FIT, SIZE 7'}, 'CLOTHING_7': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'TRILBY', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '""DUNN AND CO"" SIZE 7&1/8'}, 'CLOTHING_8': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'DUNN & CO' OR GREY IN COLOUR""}}","['disposable cigarette lighter', 'blue comb', '2 no. 3"" pens marked \'ladbrokes\'', 'found in clothing 2 keys (yale & mortice) on yellow metal fob (no 6 painted thereon)']",male found hanging from a tree in coronation wood.,,
05-018298,male,18,30,white european,177,stocky,1987-01-31,,body,grey - collar length,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SPORTS', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WITH TURNUPS/BRACES'}}",,"found in the grounds of vauxhall park, lambeth. appearance suggests he was not a vagrant.",,
05-018299,male,18,30,white european,182,medium,1986-12-22,,body,dark brown - greying,,unknown,"{'FEATURE_1': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'MOLE', 'LOCATION': 'RIGHT EYE', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'CUT', 'LOCATION': 'LEFT HAND', 'DESCRIPTION': None}, 'FEATURE_3': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'CROWNED TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}, 'FEATURE_4': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'GOLD TEETH', 'LOCATION': 'LEFT TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLUE/GREY'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLUE/GREY'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'CHECKED', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'STRIPED', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'SCARF', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'CHECKED', 'DESCRIPTION': None}, 'CLOTHING_8': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'MACKINTOSH', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY/BROWN'}}",,found in the loft of a derelict cafe in tower hamlets. he had gold teeth and crowns.,,
06-025156,male,18,30,white european,168,thin,1986-11-20,,body,black - receding,moustache,brown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'CASUAL', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'CRIMPLENE'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '2 LIGHT BROWN AND 2 DARK BROWN JUMPERS'}, 'CLOTHING_3': {'CATEGORY': 'NIGHTWEAR', 'SUBCATEGORY': 'PYJAMAS', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'JACKET'}, 'CLOTHING_4': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'AND WHITE'}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SLIP ON'}, 'CLOTHING_7': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_8': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'ANORAK', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WASIT LENGTH(FOUND NEARBY)'}, 'CLOTHING_9': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CASUAL', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FOUND NEARBY'}}",,"found in a ditch at side of bridle path, near rushton. he was wearing 8 layers of clothing.",,
07-031164,male,18,30,white european,175,large,1986-11-11,,body,,,blue,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SLIP', 'COLOUR': 'ON', 'PATTERN': 'BROWN', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'CAR COAT FURLINED'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'PULLOVER'}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'PULLOVER'}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'MAROON', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_6': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY [BELT, BELT, GREY BELT'}, 'CLOTHING_7': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",['glasses'],male seen to be lying on the nearside running rail on the london to watford district line approximately 100 yards south of kilburn high road. struck by train at 2125 hours.,,
05-018300,male,18,30,white european,177,thin,1986-09-27,,body,brown - untidy,,hazel,,"{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SLIPPERS', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",['bottle with medication'],body found in emmanuel churchyard.,,
06-025155,male,18,30,white european,163,stocky,1986-09-06,,remains,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'LACE', 'COLOUR': 'UP', 'PATTERN': 'GREY', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_2': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'GREY', 'PATTERN': 'DIAMOND', 'DESCRIPTION': 'AND BLUE'}}",,"decomposed right foot recovered from the north sea, near the 'shell kilo' oil platform. believed to have been in the water between 2 and 6 months.",,
05-018301,female,18,30,white european,160,medium,1986-08-16,,body,grey - straight,,grey,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'DRESS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",['bunch of keys and letter'],female collapsed in high road from a suspected stroke and later died in hospital. she had a possible name of 'maud'. she was a vagrant.,,
06-025154,male,18,30,white european,180,medium,1986-07-29,,body,grey - short,unknown,brown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CASUAL', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'AND GREEN'}, 'CLOTHING_4': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'CASUAL', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'AND GREEN'}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","['stanley knife', ""holdall with words 'travel club'"", 'map of weymouth', 'partially full box of veginen tablets', 'pair of black shoes', 'partially full bottle of whisky', 'partially full bottle of caeline & morphine']",male body found slumped in a ditch near manor farm.,,
05-018458,male,18,30,unknown,152,medium,1986-07-17,,body,unknown - bald,stubble,unknown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLUE/GREY CLOTH'}, 'CLOTHING_2': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,"decomposed body found on the railway embankment below waterfall bridge, tooting high street. he died up to 2 months prior to being discovered. he is believed to have been a vagrant.",,
06-025153,male,18,30,oriental,178,stocky,1986-07-02,,body,,,unknown,"{'FEATURE_1': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT HAND', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT ARM', 'DESCRIPTION': None}}",,['prescription bottle of tablets issued by a hong kong doctor'],body found at the bottom of the cliffs at fan bay. believed that the male committed suicide. he had booked in to east cliff hotel on 27 june 1986.,,
05-018459,male,18,30,white european,167,thin,1986-04-02,,body,,,blue,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'PULLOVER, DIRTY'}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'VERY DIRTY'}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RAGGED'}}",,found unconcious in the street and taken to hospital suffering from hypothermia and a groin injury. he later died in hospital. he had a vagrant appearance.,,
03-003977,male,18,30,unknown,172,medium,1986-02-10,,body,grey - collar length,full beard,brown,,"{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT BROWN DUFFLE COAT'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'MULTI', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'RED AND WHITE STRIPED'}, 'CLOTHING_4': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,found lying dead in deptford broadway. possible name of george powell.,,
05-018463,male,18,30,white european,172,large,1986-01-24,,body,black - greying,,brown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'LACE', 'COLOUR': 'UP', 'PATTERN': 'BROWN', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_2': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY/GREEN PATTERNED'}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'TWILL TYPE, BLUE BRACES'}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'V NECK', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLUE/BROWN WOOL, MARKS AND SPENCER'}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'CREAM', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '16 1/2 COLLAR, MARKS AND SPENCER'}}",['fragments of letter'],"body found caught on mooring lines at west india pier, limehouse reach. he had died within the previous 2 days.",,
05-018464,male,18,30,white european,170,thin,1986-01-16,,body,grey - receding,stubble,blue,"{'FEATURE_1': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'FACE', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'SCALP', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'PARKA', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WITH HOOD'}, 'CLOTHING_2': {'CATEGORY': 'NIGHTWEAR', 'SUBCATEGORY': 'PYJAMAS', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'HOSPITAL TYPE'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GERMAN, HOSPITAL TYPE'}, 'CLOTHING_4': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_5': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,found in burdett road. he had died from a serious heart condition. he is believed to be a vagrant.,,
06-025150,male,18,30,white european,170,medium,1985-12-26,,body,black - receding,moustache,unknown,,"{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'THREE QUARTER', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RAINCOAT'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'POLO NECK', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT BLUE ""DANDY""'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'DARK BLUE WITH WHITE/RED VERTICAL STRIPES'}, 'CLOTHING_4': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SLIP', 'COLOUR': 'ON', 'PATTERN': 'BROWN', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_6': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CASUAL', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'OR BLUE'}, 'CLOTHING_7': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","['4x keys', 'comb on ring attached to a dog collar type fob', 'dart flights', ""'golden virginia' tobacco tin and green rizzla papers"", 'gold framed spectacles']","male body found in the river thames at bell weir, runnymede. believed to have been in the water 1 day.",,
